name,Age,km_driven,FuelEconomy_kmpl,engine_p,engine_v,selling_price
Volkswagen Polo 1.5 TDI Comfortline,5,80000,20.1,73,1498,416000
Maruti Wagon R LXI BSIII,9,120000,18.9,63,998 ,195000
Maruti Alto 800 VXI,3,23000,24.7,88,796 ,325000
Maruti Alto K10 LXI,10,70000,20.9,86,998 ,145000
Maruti Swift VDI,2,23000,28.4,88,1248,675000
Maruti Wagon R VXI Optional,4,30000,20.5,81,998 ,340000
Tata Manza Aura Plus Quadrajet BS IV,9,50000,19.0,73,1248,340000
Maruti Omni MPI STD BSIV,6,40000,16.8,88,796 ,260000
Maruti Alto 800 LXI,5,50000,22.7,61,796 ,300000
Maruti 800 AC,13,60000,16.1,63,796 ,75000
Tata Indica Vista TDI LX,9,80000,19.4,46,1405,350000
Maruti XL6 Alpha,1,15000,19.0,46,1462,1000000
Tata Manza Aura (ABS) Quadrajet BS IV,10,150000,21.1,81,1248,170000
Maruti Swift Dzire Tour S CNG,2,40000,19.0,88,1197,600000
Honda City 1.5 V AT,10,25000,16.8,88,1497,800000
Force One EX,2,120000,17.0,74,2650,850000
Mahindra XUV500 W6 2WD,6,120000,15.1,88,2179,980000
Ford Endeavour 2.5L 4X2,9,298000,13.1,84,2499,850000
Tata Sumo Gold GX BSIII,8,270000,14.0,73,2956,340000
Maruti Vitara Brezza ZDi AMT,2,50000,24.3,62,1248,900000
Maruti Swift Dzire VDi,10,120000,19.3,46,1248,310000
Maruti Ertiga ZDI,7,60000,20.7,57,1248,600000
Maruti Swift Dzire ZDi,12,149000,19.3,78,1248,270000
Hyundai Santro Sportz BSIV,1,5000,20.3,73,1086,509999
Tata Indica Vista TDI LX,7,70000,19.4,98,1405,225000
Hyundai i10 Magna,5,55000,20.3,69,1197,280000
Tata Tiago 1.05 Revotorq XZ WO Alloy,4,100000,27.2,73,1047,490000
Mahindra Bolero 2011-2019 Plus AC,7,120000,15.9,73,2523,440000
Tata Safari Storme EX,6,291977,14.0,73,2179,500000
Honda CR-V 2.4L 4WD,15,85000,11.1,88,2354,476999
Hyundai i20 Active 1.2 S,5,70000,17.1,88,1197,590000
Ford Endeavour 2.5L 4X2 MT,10,120000,13.1,55,2499,500000
Ford EcoSport 1.5 TDCi Titanium BSIV,5,40000,22.7,62,1498,600000
Mahindra Scorpio 1.99 S4,4,70000,15.4,55,1997,750000
BMW 3 Series 320d GT Luxury Line,3,39000,19.5,62,1995,2950000
BMW 5 Series 520d Luxury Line,1,10000,18.1,67,1995,5200000
Volkswagen Polo 1.5 TDI Comfortline,1,36800,20.1,88,1498,695000
Maruti Swift Dzire VDI Optional,2,52200,26.5,81,1248,690000
Hyundai Grand i10 1.2 CRDi Magna,4,78000,24.0,88,1186,409999
Tata Harrier XZ Plus,0,16000,17.0,81,1956,1650000
Audi Q3 2.0 TDI Quattro Premium Plus,4,30000,15.7,73,1968,2375000
Hyundai Grand i10 1.2 CRDi Sportz,3,29000,24.0,88,1186,525000
Jeep Compass 2.0 Limited Plus 4X4,1,25000,16.3,83,1956,2150000
Mahindra XUV500 W8 2WD,7,60000,15.1,88,2179,540000
Toyota Fortuner 4x4 AT,3,60000,12.5,81,2982,2750000
Mahindra Scorpio 1.99 S10 4WD,4,112000,15.4,85,1997,1000000
Audi A4 35 TDI Premium Plus,2,15000,18.2,55,1968,2900000
Mahindra TUV 300 mHAWK100 T8,3,40000,18.4,83,1493,725000
Maruti Ciaz Alpha Diesel,2,36000,28.0,85,1248,975000
Maruti Wagon R VXI,4,60000,21.7,76,998 ,355000
Honda CR-V 2.4L 4WD MT,12,120000,11.1,88,2354,400000
Maruti Alto 800 VXI BSIV,5,48000,24.7,69,796 ,265000
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2,40000,20.1,68,1498,650000
Maruti Ciaz 1.3 Alpha,3,60000,28.0,81,1248,720000
Hyundai Verna 1.6 VTVT S,4,25000,17.0,88,1591,850000
Maruti Alto K10 VXI,5,42000,23.9,69,998 ,290000
Mercedes-Benz E-Class E 250 Elegance,10,35000,10.9,82,2497,1200000
Mahindra TUV 300 T8 AMT,4,90000,18.4,69,1493,600000
Maruti Ritz VDi,9,90000,21.1,88,1248,300000
Renault Pulse RxL,8,110000,23.0,81,1461,225000
Maruti Swift Dzire VDi,11,70000,19.3,98,1248,240000
Hyundai Verna 1.6 SX,6,80000,22.3,62,1582,700000
Maruti Swift VDI BSIV,6,70000,25.2,73,1248,470000
Hyundai i20 Active 1.4 SX Dual Tone,4,80000,21.1,47,1396,800000
Renault Duster 110PS Diesel RxZ,8,90000,19.0,88,1461,450000
Tata Indica V2 DLE BSII,13,90000,17.2,53,1396,90000
Toyota Corolla Altis Diesel D4DG,10,120000,21.4,47,1364,450000
Toyota Innova Crysta 2.8 GX AT BSIV,3,62000,11.3,46,2755,1465000
Hyundai Creta 1.6 CRDi SX Plus,4,79000,19.6,98,1582,925000
Toyota Innova Crysta 2.4 GX MT BSIV,4,60000,13.6,67,2393,1385000
Toyota Fortuner 4x4 MT,5,20000,12.5,83,2982,2000000
Tata Indigo LS,16,248200,16.1,88,1405,80000
Mahindra Scorpio SLX 2.6 Turbo 8 Str,13,110000,10.5,81,2179,300000
Maruti Swift Dzire VDi,11,100000,19.3,67,1248,360000
Hyundai Verna Transform CRDi VGT SX ABS,10,70000,16.2,83,1493,320000
Ambassador Classic 2000 DSZ AC PS,26,100000,12.8,88,1995,99000
Maruti Ertiga SHVS ZDI,4,50000,24.5,81,1248,780000
Maruti Ertiga VDI,7,139000,20.7,78,1248,620000
Skoda Octavia RS 1.8 Turbo Petrol MT,14,120000,13.1,81,1781,100000
Tata Indica Vista Safire GLX,6,35000,16.7,67,1172,210000
Mahindra Bolero 2011-2019 SLE,5,80000,15.9,62,2523,375000
Renault Triber RXZ,1,7720,20.0,37,999 ,786000
Mahindra XUV500 W8 AWD,6,50000,15.1,67,2179,1000000
Maruti Zen D,18,60000,20.8,53,1527,120000
Mahindra Verito Vibe 1.5 dCi D6,4,100000,20.8,88,1461,750000
Hyundai i20 Magna 1.2,4,57882,18.6,85,1197,550000
Tata Safari Storme LX,2,142000,14.1,85,2179,875000
Tata Safari Storme LX,2,140000,14.1,98,2179,890000
Maruti Ertiga ZXI,5,35000,16.0,46,1373,700000
Mahindra Bolero 2011-2019 SLX,5,30000,15.9,98,2523,550000
Datsun GO T Petrol,2,10000,19.8,46,1198,400000
Maruti Celerio VXI,5,30000,23.1,98,998 ,290000
Tata Indigo CS LS (TDI) BS III,8,90000,19.0,98,1396,150000
Maruti Eeco 7 Seater Standard BSIV,5,35000,15.3,46,1196,300000
Maruti Wagon R LXI,12,35008,21.7,46,998 ,221000
Datsun RediGO T,3,31100,22.7,46,799 ,270000
Hyundai Xcent 1.1 CRDi Base,6,42312,24.4,67,1120,455000
Toyota Etios G Safety,9,72000,17.6,79,1496,300000
Toyota Etios Liva 1.4 GD,6,54891,23.5,79,1364,480000
Hyundai Verna CRDi 1.6 AT SX Plus,2,30000,22.0,65,1582,1000000
BMW 3 Series 320d Luxury Line Plus,3,44000,22.6,80,1995,2600000
Toyota Innova Crysta 2.8 ZX AT BSIV,3,18890,11.3,88,2755,1850000
Hyundai Santro Magna BSIV,1,5000,20.3,82,1086,500000
Mahindra Ssangyong Rexton RX7,7,117000,11.1,47,2696,800000
Renault Koleos 2.0 Diesel,7,75010,13.7,88,1995,1000000
Tata Manza Club Class Quadrajet90 LS,7,50000,21.0,67,1248,250000
Renault Pulse RxZ Optional,8,100000,23.0,62,1461,245000
Hyundai Grand i10 Magna AT,1,4337,18.9,76,1197,625000
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2,14495,18.7,55,999 ,560000
Honda Jazz 1.2 V i VTEC,2,8576,18.7,98,1199,680000
Maruti Swift Dzire VDI,1,30000,28.4,68,1248,700000
Tata Indigo eCS LX BSIV,7,80000,23.0,68,1396,220000
Tata Indigo CS LX (TDI) BS-III,3,70000,19.0,67,1405,450000
Tata Tigor 1.2 Revotron XZA,3,19723,20.3,55,1199,525000
Toyota Innova 2.5 GX 7 STR,11,242000,12.8,98,2494,650000
BMW 6 Series GT 630d Luxury Line,2,22000,17.0,53,2993,5500000
Maruti Swift Dzire AMT ZDI Plus,3,30000,28.4,81,1248,875000
Hyundai i20 Asta Option 1.2,1,9000,18.6,98,1197,785000
Honda WR-V i-VTEC VX,3,30000,17.5,81,1199,819999
BMW 3 Series GT Luxury Line,4,60000,21.7,86,1995,2950000
Toyota Innova Crysta 2.4 ZX MT,4,27000,13.6,93,2393,1925000
Honda WR-V i-DTEC VX,3,39000,25.5,98,1498,885000
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,5,64000,16.0,46,1499,680000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,3,42000,23.0,73,1498,960000
Honda Brio 1.2 VX MT,8,45000,18.5,78,1198,385000
Tata Harrier XZ,1,15000,17.0,58,1956,1650000
Mahindra TUV 300 mHAWK100 T8,2,55000,18.4,73,1493,890000
Ford Endeavour 3.0L 4X4 AT,5,64000,11.4,61,2953,1275000
BMW 6 Series GT 630d Luxury Line,2,27000,17.0,46,2993,6000000
Maruti Ciaz Delta Automatic BSIV,1,15000,20.2,73,1462,1025000
Volkswagen Polo GT TSI,4,69000,17.2,73,1197,675000
Maruti Swift Dzire ZXI Plus BS IV,3,80000,22.0,81,1197,700000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,4,60000,22.7,47,1498,780000
Hyundai Verna 1.6 SX CRDi (O),3,70000,22.3,68,1582,1050000
Audi Q5 45 TDI quattro Technology,5,105000,13.2,91,2967,2700000
Tata Bolt Quadrajet XE,4,100000,22.9,73,1248,400000
Mahindra Bolero 2011-2019 Plus Non AC,9,100000,15.9,88,2523,400000
Maruti Alto LX BSIII,11,90000,19.7,81,796 ,85000
Tata Hexa XM,2,35000,17.6,88,2179,1300000
Mahindra TUV 300 mHAWK100 T8,2,11500,18.4,81,1493,819999
Mahindra TUV 300 T6 Plus AMT,5,40000,18.4,53,1493,620000
Renault KWID 1.0 RXL,2,50000,23.0,98,999 ,260000
Hyundai Elantra S,4,49900,16.3,88,1797,805000
Hyundai Grand i10 Asta,5,55380,18.9,74,1197,484999
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,74,1999,2711000
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2,11000,17.0,88,1198,811000
Honda Jazz 1.2 V AT i VTEC,5,50000,19.0,57,1199,575000
Jeep Compass 2.0 Longitude Option BSIV,2,80000,17.1,94,1956,1675000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,88,1598,645000
Jaguar XF Diesel,5,13500,14.7,69,2993,2500000
Mercedes-Benz CLA 200 CGI Sport,2,18000,15.0,67,1991,2550000
Mercedes-Benz New C-Class C 200 AVANTGARDE,3,16000,14.7,88,1991,2700000
Volkswagen Ameo 1.2 MPI Highline Plus 16,3,18816,17.0,85,1198,650000
Toyota Innova Crysta 2.4 ZX MT BSIV,3,33019,13.6,88,2393,1748999
Honda City V AT,3,18000,15.6,67,1497,925000
Toyota Glanza V CVT,1,9654,19.5,88,1197,894999
Maruti Alto K10 VXI,9,11000,23.9,83,998 ,175000
Maruti Swift VXI,8,24300,21.2,46,1197,340000
Toyota Innova Crysta 2.8 ZX AT BSIV,4,42163,11.3,78,2755,1525000
Maruti Ciaz S 1.3,3,47747,28.0,55,1248,810000
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2,8000,21.5,85,1497,1025000
BMW 3 Series 320d Luxury Line,4,30000,22.6,81,1995,2150000
Toyota Innova 2.5 G (Diesel) 8 Seater,7,70000,12.9,83,2494,910000
Tata Indica V2 DLX BSIII,4,60000,17.8,78,1405,300000
Maruti Zen LXi - BS III,16,80000,17.3,81,993 ,120000
Hyundai i20 Era 1.2,5,45900,18.6,97,1197,490000
Honda Amaze S i-Dtech,7,70000,25.8,88,1498,425000
Maruti Alto LXi,9,40000,19.7,67,796 ,155000
Mahindra Scorpio SLE BSIV,7,90000,12.0,85,2179,490000
Maruti Alto LXi BSIII,10,105000,19.7,88,796 ,132000
Hyundai Elite i20 Diesel Sportz,2,30000,22.5,66,1396,750000
Maruti Wagon R VXI BS IV with ABS,9,20000,18.9,88,998 ,225000
Hyundai i10 Sportz,9,80000,20.3,73,1197,240000
Maruti Wagon R VXI,16,90000,18.9,88,998 ,33351
Chevrolet Spark 1.0,10,80000,18.0,93,995 ,80000
Maruti 800 Std,16,120000,16.1,55,796 ,40000
Honda BRV i-DTEC V MT,1,50000,21.9,73,1498,1100000
Jaguar XE 2016-2019 2.0L Diesel Prestige,3,9000,13.6,98,1999,2711000
Lexus ES 300h,1,20000,22.3,98,2487,5150000
Jaguar XF 2.0 Diesel Portfolio,3,45000,19.3,88,1999,3200000
Tata Safari Storme EX,5,110000,14.1,83,2179,503000
Volvo XC40 D4 Inscription BSIV,1,20000,18.0,67,1969,3800000
Toyota Camry 2.5 Hybrid,4,68089,19.1,88,2494,2000000
Maruti Wagon R LXI,7,58343,21.7,89,998 ,225000
Maruti Baleno Alpha 1.3,2,38817,27.3,67,1248,740000
Honda Jazz VX,4,56494,18.2,74,1199,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,7,79328,12.9,88,2494,750000
Maruti Swift AMT VVT VXI,1,5621,22.0,88,1197,650000
Toyota Etios VX,3,25538,16.7,74,1496,625000
Maruti Swift AMT ZXI,2,69779,22.0,98,1197,600000
Hyundai Grand i10 1.2 CRDi Sportz,3,56290,24.0,98,1186,450000
BMW X4 M Sport X xDrive20d,1,7500,16.7,83,1995,5400000
BMW X4 M Sport X xDrive20d,1,8500,16.7,74,1995,5500000
Honda Amaze V CVT Petrol BSIV,1,7032,19.0,67,1199,779000
Skoda Rapid 1.6 MPI AT Elegance,4,11000,14.3,85,1598,645000
Volvo V40 D3 R-Design,2,2000,16.8,88,1984,2475000
Hyundai Xcent 1.1 CRDi S,4,80000,24.4,98,1120,380000
Tata New Safari DICOR 2.2 EX 4x2,9,120000,11.5,55,2179,300000
Maruti Alto 800 LXI Anniversary Edition,6,50000,22.7,73,796 ,240000
Maruti Swift VDI,9,70000,22.9,81,1248,325000
Mahindra KUV 100 mFALCON D75 K6,4,130000,25.3,47,1198,400000
Renault Lodgy Stepway 85PS RXZ 8S,3,50000,21.0,88,1461,800000
Ford EcoSport 1.5 Diesel Titanium BSIV,2,80000,23.0,81,1498,950000
Maruti Swift VDI,7,120000,22.9,62,1248,300000
Maruti Alto 800 LXI,0,5000,22.0,63,796 ,350000
Mahindra KUV 100 mFALCON G80 K8 5str AW,3,59000,18.1,67,1198,530000
Chevrolet Enjoy TCDi LTZ 7 Seater,7,100000,18.2,88,1248,350000
Hyundai Sonata 2.4L AT,12,50000,11.0,83,2359,168000
Renault KWID RXT,4,45000,25.1,88,799 ,240000
Maruti Swift Dzire VDi,10,80000,19.3,88,1248,220000
Maruti Wagon R LXI Minor,12,80000,18.9,83,1061,110000
Maruti Vitara Brezza ZDi Plus,4,100000,24.3,85,1248,850000
Maruti Ertiga VDI,6,110000,20.7,67,1248,545000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2,24000,13.6,46,2393,2064000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2,25000,25.1,81,1248,950000
Hyundai EON Magna Plus,7,68697,21.1,98,814 ,200000
Maruti Swift VDI Optional,3,30000,25.2,62,1248,660000
Honda Amaze VX i-DTEC,7,40000,25.8,55,1498,420000
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,10,29000,16.5,79,1172,150000
Chevrolet Beat Diesel LS,7,68000,25.4,55,936 ,175000
Honda Amaze S CVT i-VTEC,2,15000,18.1,32,1199,750000
Maruti Ritz VDi,6,70000,23.2,81,1248,425000
Toyota Corolla Altis D-4D G,5,126000,21.4,69,1364,790000
Toyota Innova 2.5 V Diesel 7-seater,9,300000,12.8,82,2494,830000
Honda Mobilio RS i DTEC,5,94000,24.5,73,1498,650000
Toyota Corolla Altis D-4D J,5,129000,21.4,78,1364,780000
Hyundai i10 Magna 1.1L,10,55000,19.8,78,1086,180000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,1,40000,23.0,73,1498,869999
Tata Manza Aura (ABS) Quadrajet BS IV,9,50000,21.1,88,1248,275000
Hyundai i20 1.2 Asta Option,3,25000,18.6,78,1197,630000
Toyota Corolla H2,12,60000,13.4,85,1794,150000
Maruti Alto 800 LXI,4,25000,22.7,85,796 ,315000
Tata Indigo CR4,9,70000,23.5,67,1396,189000
Maruti Swift Dzire VDI,6,120000,23.4,81,1248,580000
Maruti Vitara Brezza VDi,2,35000,24.3,81,1248,825000
Tata Safari Storme VX,4,60000,14.1,68,2179,650000
Honda City 1.3 EXI,16,62000,13.0,98,1343,50000
Skoda Fabia 1.2 MPI Ambition,9,120000,16.2,79,1198,200000
Tata Venture LX 7 Str,7,120000,15.4,67,1405,135000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,3,80000,22.5,81,1396,680000
Hyundai i20 1.4 Sportz,3,80000,22.5,46,1396,670000
BMW 5 Series 525d,10,60000,16.7,67,1995,1000000
Maruti Alto K10 2010-2014 VXI,10,80000,20.9,86,998 ,240000
Force One SX ABS 7 Seating,6,147279,17.0,67,2200,555000
Skoda Rapid 1.6 TDI Ambition Plus,7,98000,20.5,88,1598,455000
Maruti Swift Dzire VDI,2,25000,28.4,46,1248,750000
Maruti Swift Dzire AMT ZDI,4,90000,26.5,88,1248,700000
Tata Nano XTA,4,22000,21.9,91,624 ,220000
Tata Indica V2 eLX,6,120000,25.0,67,1396,160000
Chevrolet Sail Hatchback Diesel,7,100000,22.1,81,1248,225000
Tata Indigo CS LX (TDI) BS III,12,120000,19.0,88,1396,140000
Maruti Swift Dzire VDI,6,70000,23.4,81,1248,600000
Mahindra XUV500 W10 2WD,5,24700,16.0,47,2179,1000000
Chevrolet Spark 1.0 LS,12,100000,18.0,81,995 ,65000
Maruti Ignis 1.2 Delta BSIV,1,10000,20.8,81,1197,500000
Mahindra XUV500 W10 2WD,3,88754,16.0,82,2179,1100000
Mahindra XUV500 W6 2WD,3,43526,16.0,74,2179,1150000
Skoda Fabia 1.2 MPI Ambition Plus,8,55885,16.2,67,1198,320000
Ford Ecosport 1.5 Diesel Titanium,1,16034,21.7,86,1498,950000
Ford Figo Diesel EXI,8,156040,20.0,83,1399,250000
Ford Endeavour 2.5L 4X2 MT,16,93415,13.1,46,2499,400000
BMW 5 Series 520d,12,122000,18.4,53,1995,1100000
Maruti Baleno Delta 1.3,3,20000,27.3,88,1248,600000
Maruti Swift VVT VXI,3,46000,22.0,81,1197,509999
Skoda Rapid 1.6 MPI Active BSIV,4,50000,15.4,47,1598,395000
Maruti Wagon R VXI,2,5000,21.7,88,998 ,469000
Maruti Alto 800 LX Optional,3,42000,24.7,88,796 ,250000
Chevrolet Spark 1.0 LT,9,68519,16.2,88,995 ,130000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,1,30000,23.0,83,1498,906000
Ford Figo Diesel ZXI,9,85000,20.0,83,1399,160000
Maruti Swift Dzire VXi,8,88000,17.5,98,1298,300000
Maruti 800 Uniq,10,100000,14.0,81,796 ,60000
Maruti Swift Dzire VXI,6,100000,19.1,98,1197,400000
Tata Tiago XT,2,22966,23.8,88,1199,450000
Mahindra Bolero 2011-2019 SLX,6,80000,15.9,88,2523,465000
Maruti Swift VDI,8,80000,22.9,88,1248,325000
Maruti Alto LXi,12,70000,19.7,81,796 ,150000
Hyundai EON Era Plus,6,2350,21.1,83,814 ,250000
Maruti Alto LXi,9,50000,19.7,78,796 ,175000
Maruti Alto LXi,10,58000,19.7,83,796 ,175000
Honda City 2017-2020 VTEC,14,80000,16.9,88,1497,150000
Mahindra Bolero Power Plus SLX,2,60000,16.5,74,1493,797000
Hyundai Elite i20 Asta Option BSIV,1,35000,18.6,88,1197,800000
Mahindra Bolero 2011-2019 SLX,1,59872,15.9,73,2523,750000
Mahindra Scorpio M2DI,9,140000,13.5,68,2179,400000
Maruti Alto LX,8,110000,19.7,81,796 ,160000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,4,91182,15.9,94,2523,700000
Maruti Alto LXi,10,60000,19.7,81,796 ,160000
Hyundai i20 Asta 1.4 CRDi,8,100000,21.2,55,1396,400000
Toyota Etios Liva GD,7,120000,23.5,67,1364,451000
Maruti 800 Std BSIII,18,80000,16.1,81,796 ,40000
Tata Manza Aura (ABS) Quadrajet BS IV,8,70000,21.1,98,1248,300000
Maruti Celerio ZXI Optional,3,59500,23.1,86,998 ,421000
Maruti Vitara Brezza ZDi Plus Dual Tone,4,45000,24.3,81,1248,950000
Hyundai i20 1.4 CRDi Asta,9,75500,23.0,67,1396,395000
Maruti Vitara Brezza ZDi Plus Dual Tone,4,46000,24.3,55,1248,950000
Maruti Alto 800 LXI,7,60000,22.7,81,796 ,270000
Hyundai i20 1.4 Asta (AT),11,60000,15.0,46,1396,360000
Maruti Swift Ldi BSIII,12,152500,17.8,67,1248,235000
Mercedes-Benz E-Class E250 CDI Avantgrade,6,60000,13.0,67,2143,1850000
Toyota Fortuner 4x2 AT,5,130000,12.5,68,2982,1900000
Hyundai Grand i10 Sportz,3,23456,18.9,99,1197,550000
Mahindra XUV500 W10 2WD,5,39000,16.0,73,2179,1225000
Honda WR-V i-VTEC S,3,15000,17.5,94,1199,700000
Jeep Compass 2.0 Limited Option,3,69123,17.1,67,1956,1650000
Honda Brio V MT,8,26000,19.4,67,1198,376000
Ford Ecosport 1.5 DV5 MT Titanium Optional,3,77524,22.7,88,1498,875000
Hyundai i20 Sportz 1.2,6,40523,18.5,81,1197,459999
Maruti Swift VDI,2,39000,28.4,88,1248,755000
Audi A6 35 TFSI Matrix,1,7800,15.2,81,1798,6223000
Audi A6 35 TFSI Matrix,1,11500,15.2,73,1798,5923000
Audi A6 35 TFSI Matrix,1,23600,15.2,88,1798,6523000
Toyota Fortuner 3.0 Diesel,10,220000,11.5,53,2982,1050000
Mahindra XUV500 W8 4WD,5,120000,15.1,67,2179,1050000
Maruti Baleno Alpha Automatic,2,25000,21.4,67,1197,800000
Maruti Swift VDI BSIV,5,31000,25.2,73,1248,600000
Maruti Baleno Sigma 1.2,3,42000,21.4,81,1197,530000
Maruti Swift Dzire VXI,5,80000,20.8,46,1197,450000
Maruti Alto K10 2010-2014 VXI,9,60000,20.9,55,998 ,235000
Maruti Swift Dzire ZDI,7,240000,23.4,53,1248,550000
Skoda Rapid 1.6 MPI AT Elegance,7,35000,14.3,85,1598,395000
Tata Tigor 1.2 Revotron XT,2,35000,20.3,68,1199,450000
Renault Triber RXT BSIV,1,5000,20.0,88,999 ,600000
Maruti Vitara Brezza VDi Option,4,110000,24.3,88,1248,610000
Hyundai i20 1.2 Asta Option,3,20000,18.6,98,1197,690000
Tata Nexon 1.2 Revotron XZ Plus,2,15000,17.0,68,1198,790000
Maruti Alto K10 2010-2014 VXI,6,40000,20.9,91,998 ,254999
Honda Jazz 1.2 V i VTEC,4,41000,18.7,46,1199,500000
Mahindra Bolero SLX,9,100000,13.6,88,2523,340000
Tata Sumo CX 9 Seater,12,120000,12.2,46,1948,150000
Mahindra Bolero SLX,13,110000,13.6,84,2523,245000
Volkswagen Vento 1.5 TDI Comfortline,5,120000,20.3,88,1498,515000
Ambassador Grand 1500 DSZ BSIII,12,60000,12.8,81,1995,122000
Hyundai i10 Magna 1.1L,11,35000,19.8,81,1086,160000
Maruti Alto LX,13,120000,19.7,98,796 ,110000
Maruti Swift LDI BSIV,6,70000,25.2,62,1248,360000
Hyundai Verna Transform SX VGT CRDi,9,90000,16.2,88,1493,260000
Maruti Alto LXi,13,60000,19.7,83,796 ,128000
Hyundai Verna 1.6 CRDi S,5,80000,23.9,73,1582,600000
Toyota Fortuner 3.0 Diesel,10,151000,11.5,81,2982,800000
Maruti Swift Dzire VDI,1,25000,28.4,86,1248,675000
Mahindra XUV500 W10 2WD,5,24700,16.0,98,2179,1000000
Chevrolet Spark 1.0 LS,12,100000,18.0,53,995 ,65000
Maruti Ignis 1.2 Delta BSIV,1,10000,20.8,88,1197,500000
Maruti SX4 Zxi BSIII,10,50000,15.0,68,1586,300000
Maruti 800 AC,11,80000,16.1,53,796 ,125000
Hyundai Grand i10 Asta Option,3,25000,18.9,46,1197,550000
Maruti Alto LXi,13,80000,19.7,67,796 ,150000
Mahindra Scorpio Intelli Hybrid S6 Plus,3,80000,15.4,46,2179,891000
Toyota Innova 2.5 VX (Diesel) 7 Seater,5,70000,12.9,81,2494,1050000
Maruti Baleno RS 1.0 Petrol,2,15000,21.1,67,998 ,750000
Hyundai i20 Magna Optional 1.2,8,27500,18.5,47,1197,380000
Toyota Innova 2.5 VX (Diesel) 8 Seater,7,110000,12.9,81,2494,800000
Mahindra Logan Petrol 1.4 GLE,10,120000,15.7,81,1390,200000
Maruti Ciaz VDi Option SHVS,4,70000,28.0,98,1248,700000
Toyota Qualis FS B3,18,290000,13.1,88,2446,229999
Honda Accord 2.4 MT,10,74000,12.8,47,2354,300000
Honda Mobilio S i DTEC,5,120000,24.2,81,1498,670000
Honda City 2017-2020 GXi,13,140000,17.7,81,1497,210000
Maruti Ignis 1.2 Delta BSIV,3,40000,20.8,88,1197,370000
Maruti Baleno Delta Automatic,1,20000,21.4,55,1197,600000
Maruti Vitara Brezza VDi,0,15000,24.3,88,1248,810000
Tata Tiago 1.2 Revotron XE,1,16000,23.8,88,1199,346000
Honda City 1.3 EXI,15,130000,13.0,88,1343,55000
Tata Safari DICOR 2.2 EX 4x2,8,118000,13.9,88,2179,250000
Maruti Swift ZXI BSIII,14,44000,16.1,88,1298,120000
Maruti Ertiga ZDI,7,50000,20.7,88,1248,600000
Maruti Eeco 5 Seater AC BSIV,4,60000,15.3,88,1196,330000
Hyundai i20 Sportz Option 1.2,6,147000,18.6,67,1197,400000
Tata Indica V2 DLS TC,16,40000,16.8,88,1405,100000
Maruti Swift Dzire VXI,6,100000,19.1,93,1197,450000
Maruti Ertiga SHVS ZDI Plus,3,55000,24.5,88,1248,800000
Maruti Celerio ZDi,5,40000,27.6,55,793 ,340000
Maruti Ritz VDi,10,64000,21.1,68,1248,225000
Maruti Zen LXI,18,100000,17.3,46,993 ,55000
Maruti Ertiga SHVS ZDI Plus,4,50000,24.5,67,1248,900000
Volvo S60 D4 SUMMUM,6,30000,9.0 ,73,1984,2500000
Maruti Wagon R VXI Plus,2,30000,20.5,67,998 ,465000
Maruti Zen LXI,16,150000,17.3,67,993 ,70000
Tata Zest Revotron 1.2 XT,4,24177,17.5,88,1193,400000
Tata Indigo LX,8,80000,16.1,81,1405,185000
Maruti Wagon R LXI,14,150000,18.9,46,998 ,140000
Renault Lodgy 85PS RxE 7 Seater,5,120000,21.0,98,1461,415000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,8,121779,12.0,63,2179,532000
Maruti Baleno Delta 1.3,3,56000,27.3,62,1248,600000
Maruti SX4 Vxi BSIII,12,100000,15.0,93,1586,150000
Maruti Swift LXI Option,2,12000,20.4,93,1197,459999
Maruti Vitara Brezza ZDi,3,15381,24.3,83,1248,800000
Mahindra Bolero SLX 4WD BSIII,9,5000,13.6,67,2523,310000
Nissan Terrano XV Premium 110 PS,6,40000,19.0,58,1461,475000
Maruti Wagon R LXI CNG,4,35000,26.6,98,998 ,310000
Maruti Alto K10 LXI,2,10000,23.9,88,998 ,350000
Mahindra XUV500 W10 AWD,1,10000,16.0,67,2179,1800000
Maruti Swift AMT ZXI BSIV,2,25000,22.0,47,1197,640000
Maruti Wagon R AMT VXI,3,50000,20.5,88,998 ,350000
Tata Nexon 1.2 Revotron XE,2,30000,17.0,88,1198,600000
Hyundai Verna 1.6 CRDi SX,5,23000,23.9,57,1582,575000
